posteam,qtr,down,play_type,pass_length_numerical_mean,pass_length_numerical_count,pass_length_numerical_std,pass_location_numerical_mean,pass_location_numerical_count,pass_location_numerical_std,run_location_numerical_mean,run_location_numerical_count,run_location_numerical_std
DAL,4,2,run,0,314,0,1,314,0,0.517515924,314,0.440206394
DAL,4,3,pass,0.746770026,387,0.435424462,0.545219638,387,0.431765433,1,387,0
DAL,4,3,run,0,152,0,1,152,0,0.480263158,152,0.418454975
DAL,4,4,pass,0.789473684,57,0.411306373,0.561403509,57,0.390400155,1,57,0
DAL,4,4,run,0,20,0,1,20,0,0.525,20,0.379577327
DAL,5,1,pass,0.666666667,12,0.492365964,0.791666667,12,0.334278962,1,12,0
DAL,5,1,run,0,24,0,1,24,0,0.666666667,24,0.350982059
DAL,5,2,pass,0.842105263,19,0.374634325,0.5,19,0.5,1,19,0
DAL,5,2,run,0,8,0,1,8,0,0.4375,8,0.320434972
DAL,5,3,pass,0.6,10,0.516397779,0.1,10,0.210818511,1,10,0
DAL,5,3,run,0,7,0,1,7,0,0.571428571,7,0.34503278
DAL,5,4,pass,1,1,,1,1,,1,1,
DAL,5,4,run,0,2,0,1,2,0,0.25,2,0.353553391
DEN,1,1,pass,0.761506276,478,0.426608967,0.498953975,478,0.451527751,1,478,0
DEN,1,1,run,0,588,0,1,588,0,0.512755102,588,0.416144256
DEN,1,2,pass,0.826697892,427,0.378952237,0.491803279,427,0.457645822,1,427,0
DEN,1,2,run,0,359,0,1,359,0,0.488857939,359,0.416004646
DEN,1,3,pass,0.762273902,387,0.426241554,0.5374677,387,0.44432728,1,387,0
DEN,1,3,run,0,90,0,1,90,0,0.444444444,90,0.370578385
DEN,1,4,pass,1,6,0,0.75,6,0.273861279,1,6,0
DEN,1,4,run,0,7,0,1,7,0,0.785714286,7,0.267261242
DEN,2,1,pass,0.752411576,622,0.431958769,0.5,622,0.448651585,1,622,0
DEN,2,1,run,0.001811594,552,0.042562827,0.998188406,552,0.042562827,0.495471014,552,0.411360184
DEN,2,2,pass,0.79122807,570,0.406788054,0.533333333,570,0.449304611,1,570,0
DEN,2,2,run,0,321,0,1,321,0,0.517133956,321,0.391933362
DEN,2,3,pass,0.744034707,461,0.436876501,0.534707158,461,0.443417277,1,461,0
DEN,2,3,run,0,123,0,1,123,0,0.581300813,123,0.358583185
DEN,2,4,pass,0.384615385,13,0.506369684,0.730769231,13,0.43852901,1,13,0
DEN,2,4,run,0,11,0,1,11,0,0.318181818,11,0.404519917
DEN,3,1,pass,0.752417795,517,0.43202578,0.52901354,517,0.454445733,1,517,0
DEN,3,1,run,0,590,0,1,590,0,0.521186441,590,0.403686681
DEN,3,2,pass,0.8,430,0.400465929,0.487209302,430,0.44689984,1,430,0
DEN,3,2,run,0,347,0,1,347,0,0.510086455,347,0.390326295
DEN,3,3,pass,0.754874652,359,0.43076186,0.513927577,359,0.445117404,1,359,0
DEN,3,3,run,0,89,0,1,89,0,0.5,89,0.376889181
DEN,3,4,pass,0.857142857,7,0.377964473,0.428571429,7,0.449867705,1,7,0
DEN,3,4,run,0,11,0,1,11,0,0.409090909,11,0.375378597
DEN,4,1,pass,0.732171157,631,0.443179217,0.524564184,631,0.439821853,1,631,0
DEN,4,1,run,0,556,0,1,556,0,0.512589928,556,0.402496423
DEN,4,2,pass,0.794392523,535,0.404523064,0.504672897,535,0.446036053,1,535,0
DEN,4,2,run,0,387,0,1,387,0,0.518087855,387,0.400367011
DEN,4,3,pass,0.730310263,419,0.444329126,0.509546539,419,0.452166009,1,419,0
DEN,4,3,run,0,153,0,1,153,0,0.5,153,0.413585096
DEN,4,4,pass,0.722222222,72,0.451046427,0.541666667,72,0.449960875,1,72,0
DEN,4,4,run,0,20,0,1,20,0,0.525,20,0.343166371
DEN,5,1,pass,0.583333333,12,0.514928651,0.583333333,12,0.468718433,1,12,0
DEN,5,1,run,0,29,0,1,29,0,0.465517241,29,0.461577932
DEN,5,2,pass,0.714285714,14,0.468807231,0.785714286,14,0.377964473,1,14,0
DEN,5,2,run,0,20,0,1,20,0,0.475,20,0.412788974
DEN,5,3,pass,0.7,20,0.470162346,0.725,20,0.443520604,1,20,0
DEN,5,3,run,0,5,0,1,5,0,0.3,5,0.447213595
DET,1,1,pass,0.789029536,474,0.408428519,0.587552743,474,0.443693324,1,474,0
DET,1,1,run,0,577,0,1,577,0,0.477469671,577,0.435425849
DET,1,2,pass,0.875278396,449,0.330771522,0.55233853,449,0.436912985,1,449,0
DET,1,2,run,0,344,0,1,344,0,0.505813953,344,0.42682765
DET,1,3,pass,0.772397094,413,0.419793427,0.566585956,413,0.427849914,1,413,0
DET,1,3,run,0,78,0,1,78,0,0.506410256,78,0.422527873
DET,1,4,pass,0.8,5,0.447213595,0.6,5,0.418330013,1,5,0
DET,1,4,run,0,10,0,1,10,0,0.35,10,0.474341649
DET,2,1,pass,0.788235294,680,0.408859692,0.561029412,680,0.435395102,1,680,0
DET,2,1,run,0,562,0,1,562,0,0.485765125,562,0.435472823
DET,2,2,pass,0.769465649,655,0.421496738,0.549618321,655,0.438299125,1,655,0
DET,2,2,run,0,292,0,1,292,0,0.517123288,292,0.403653349
DET,2,3,pass,0.721893491,507,0.448508689,0.560157791,507,0.430816825,1,507,0
DET,2,3,run,0,85,0,1,85,0,0.505882353,85,0.432972269
DET,2,4,pass,0.6,15,0.507092553,0.766666667,15,0.416904694,1,15,0
DET,2,4,run,0,9,0,1,9,0,0.444444444,9,0.39086798
DET,3,1,pass,0.743529412,425,0.437199239,0.557647059,425,0.440672854,1,425,0
DET,3,1,run,0,605,0,1,605,0,0.466942149,605,0.443568542
DET,3,2,pass,0.847953216,513,0.359416712,0.564327485,513,0.434986514,1,513,0
DET,3,2,run,0,264,0,1,264,0,0.53219697,264,0.427105947
DET,3,3,pass,0.776119403,402,0.417362417,0.569651741,402,0.429724006,1,402,0
DET,3,3,run,0,60,0,1,60,0,0.491666667,60,0.426770159
DET,3,4,pass,0.666666667,6,0.516397779,0.75,6,0.418330013,1,6,0
DET,3,4,run,0,9,0,1,9,0,0.277777778,9,0.263523138
DET,4,1,pass,0.777626194,733,0.416124898,0.559345157,733,0.428124142,1,733,0
DET,4,1,run,0,466,0,1,466,0,0.5472103,466,0.423658854
DET,4,2,pass,0.770061728,648,0.42111796,0.540895062,648,0.428263957,1,648,0
DET,4,2,run,0,259,0,1,259,0,0.555984556,259,0.439953415
DET,4,3,pass,0.733606557,488,0.442526006,0.544057377,488,0.423398702,1,488,0
DET,4,3,run,0,96,0,1,96,0,0.515625,96,0.400349354
DET,4,4,pass,0.696202532,79,0.46283492,0.613924051,79,0.41563488,1,79,0
DET,4,4,run,0,23,0,1,23,0,0.391304348,23,0.397621386
DET,5,1,pass,0.8125,16,0.403112887,0.5,16,0.483045892,1,16,0
DET,5,1,run,0,15,0,1,15,0,0.3,15,0.316227766
DET,5,2,pass,0.625,16,0.5,0.4375,16,0.442530602,1,16,0
DET,5,2,run,0,7,0,1,7,0,0.5,7,0.5
DET,5,3,pass,0.818181818,11,0.404519917,0.545454545,11,0.471939904,1,11,0
DET,5,3,run,0,3,0,1,3,0,0.666666667,3,0.288675135
DET,5,4,run,0,1,,1,1,,0.5,1,
GB,1,1,pass,0.787545788,546,0.409419619,0.554945055,546,0.452012114,1,546,0
GB,1,1,run,0,546,0,1,546,0,0.515567766,546,0.454574454
GB,1,2,pass,0.795100223,449,0.404078594,0.541202673,449,0.458032844,1,449,0
GB,1,2,run,0,353,0,1,353,0,0.457507082,353,0.450260676
GB,1,3,pass,0.657381616,359,0.475247477,0.58913649,359,0.419988136,1,359,0
GB,1,3,run,0,100,0,1,100,0,0.495,100,0.440929917
GB,1,4,pass,0.8,5,0.447213595,0.3,5,0.273861279,1,5,0
GB,1,4,run,0,13,0,1,13,0,0.5,13,0.456435465
GB,2,1,pass,0.775362319,690,0.417646248,0.57826087,690,0.444730334,1,690,0
GB,2,1,run,0,465,0,1,465,0,0.490322581,465,0.460056339
GB,2,2,pass,0.78238342,579,0.412982047,0.568221071,579,0.440303583,1,579,0
GB,2,2,run,0,298,0,1,298,0,0.459731544,298,0.430397117
GB,2,3,pass,0.689277899,457,0.463296402,0.633479212,457,0.41320784,1,457,0
GB,2,3,run,0,96,0,1,96,0,0.46875,96,0.421853679
GB,2,4,pass,0.470588235,17,0.514495755,0.5,17,0.433012702,1,17,0
GB,2,4,run,0,11,0,1,11,0,0.272727273,11,0.410099766
GB,3,1,pass,0.78515625,512,0.411115583,0.594726563,512,0.439390615,1,512,0
GB,3,1,run,0,581,0,1,581,0,0.512908778,581,0.447508783
GB,3,2,pass,0.780392157,510,0.414387425,0.584313725,510,0.448473748,1,510,0
GB,3,2,run,0,309,0,1,309,0,0.511326861,309,0.451226165
GB,3,3,pass,0.6675,400,0.471699057,0.5625,400,0.426084052,1,400,0
GB,3,3,run,0,73,0,1,73,0,0.534246575,73,0.427596376
GB,3,4,pass,0.7,20,0.470162346,0.675,20,0.43754699,1,20,0
GB,3,4,run,0,12,0,1,12,0,0.625,12,0.433012702
GB,4,1,pass,0.771217712,542,0.420436786,0.562730627,542,0.447558913,1,542,0
GB,4,1,run,0,548,0,1,548,0,0.493613139,548,0.450933717
GB,4,2,pass,0.776824034,466,0.416822851,0.557939914,466,0.441004772,1,466,0
GB,4,2,run,0,377,0,1,377,0,0.472148541,377,0.440495247
GB,4,3,pass,0.68956743,393,0.463260479,0.595419847,393,0.427593395,1,393,0
GB,4,3,run,0,135,0,1,135,0,0.603703704,135,0.42363167
GB,4,4,pass,0.592592593,54,0.495965554,0.555555556,54,0.430737265,1,54,0
GB,4,4,run,0,15,0,1,15,0,0.566666667,15,0.457737708
GB,5,1,pass,0.857142857,14,0.36313652,0.678571429,14,0.420948693,1,14,0
GB,5,1,run,0,8,0,1,8,0,0.3125,8,0.458062691
GB,5,2,pass,0.875,8,0.353553391,0.625,8,0.44320263,1,8,0
GB,5,2,run,0,9,0,1,9,0,0.722222222,9,0.440958552
GB,5,3,pass,0.555555556,9,0.527046277,0.666666667,9,0.433012702,1,9,0
GB,5,3,run,0,1,,1,1,,1,1,
HOU,1,1,pass,0.769911504,452,0.421355632,0.57300885,452,0.436907871,1,452,0
HOU,1,1,run,0,626,0,1,626,0,0.53514377,626,0.455590759
HOU,1,2,pass,0.797674419,430,0.402201617,0.534883721,430,0.430418954,1,430,0
HOU,1,2,run,0,391,0,1,391,0,0.523017903,391,0.430541814
HOU,1,3,pass,0.794344473,389,0.40470034,0.568123393,389,0.433591838,1,389,0
HOU,1,3,run,0,126,0,1,126,0,0.484126984,126,0.423964659
HOU,1,4,pass,1,7,0,0.428571429,7,0.449867705,1,7,0
HOU,1,4,run,0,9,0,1,9,0,0.388888889,9,0.416666667
HOU,2,1,pass,0.745065789,608,0.43618308,0.521381579,608,0.417338471,1,608,0
HOU,2,1,run,0,573,0,1,573,0,0.510471204,573,0.433390384
HOU,2,2,pass,0.762452107,522,0.425988883,0.518199234,522,0.439370312,1,522,0
HOU,2,2,run,0,374,0,1,374,0,0.485294118,374,0.421185349
HOU,2,3,pass,0.772626932,453,0.419598876,0.529801325,453,0.426831509,1,453,0
HOU,2,3,run,0,126,0,1,126,0,0.515873016,126,0.38954593
HOU,2,4,pass,0.6,15,0.507092553,0.466666667,15,0.441857551,1,15,0
HOU,2,4,run,0,12,0,1,12,0,0.333333333,12,0.389249472
HOU,3,1,pass,0.765690377,478,0.424010309,0.514644351,478,0.429268525,1,478,0
HOU,3,1,run,0,642,0,1,642,0,0.491433022,642,0.436628127
HOU,3,2,pass,0.772828508,449,0.41947168,0.534521158,449,0.430984447,1,449,0
HOU,3,2,run,0,358,0,1,358,0,0.502793296,358,0.431586243
HOU,3,3,pass,0.79144385,374,0.406820604,0.522727273,374,0.428717203,1,374,0
HOU,3,3,run,0,108,0,1,108,0,0.486111111,108,0.389454047
HOU,3,4,pass,0.888888889,18,0.323380833,0.527777778,18,0.401182891,1,18,0
HOU,3,4,run,0,9,0,1,9,0,0.666666667,9,0.433012702
HOU,4,1,pass,0.731623932,585,0.443493597,0.524786325,585,0.426820433,1,585,0
HOU,4,1,run,0,544,0,1,544,0,0.473345588,544,0.438403917
HOU,4,2,pass,0.755060729,494,0.430487125,0.562753036,494,0.42142099,1,494,0
HOU,4,2,run,0,392,0,1,392,0,0.496173469,392,0.426861083
HOU,4,3,pass,0.757033248,391,0.429424656,0.540920716,391,0.436610689,1,391,0
HOU,4,3,run,0,184,0,1,184,0,0.486413043,184,0.402967358
HOU,4,4,pass,0.695652174,46,0.465215134,0.565217391,46,0.402888124,1,46,0
HOU,4,4,run,0,29,0,1,29,0,0.568965517,29,0.416707716
HOU,5,1,pass,0.777777778,27,0.423659273,0.611111111,27,0.375533808,1,27,0
HOU,5,1,run,0,24,0,1,24,0,0.604166667,24,0.416485468
HOU,5,2,pass,0.925925926,27,0.266880256,0.351851852,27,0.411722807,1,27,0
HOU,5,2,run,0,10,0,1,10,0,0.6,10,0.516397779
HOU,5,3,pass,0.777777778,9,0.440958552,0.666666667,9,0.5,1,9,0
HOU,5,3,run,0,4,0,1,4,0,0.25,4,0.288675135
IND,1,1,pass,0.756385069,509,0.429685264,0.542239686,509,0.454292404,1,509,0
IND,1,1,run,0,564,0,1,564,0,0.482269504,564,0.413628176
IND,1,2,pass,0.825263158,475,0.380142218,0.525263158,475,0.441030731,1,475,0
IND,1,2,run,0,349,0,1,349,0,0.514326648,349,0.400891129
IND,1,3,pass,0.803782506,423,0.397605237,0.522458629,423,0.444920364,1,423,0
IND,1,3,run,0,97,0,1,97,0,0.556701031,97,0.374139907
IND,1,4,pass,0.6,5,0.547722558,0.8,5,0.447213595,1,5,0
IND,1,4,run,0,7,0,1,7,0,0.357142857,7,0.475594866
IND,2,1,pass,0.72027972,715,0.44917594,0.536363636,715,0.44447203,1,715,0
IND,2,1,run,0,513,0,1,513,0,0.506822612,513,0.395842952
IND,2,2,pass,0.7696,625,0.42142615,0.54,625,0.428361518,1,625,0
IND,2,2,run,0,314,0,1,314,0,0.52388535,314,0.411771129
IND,2,3,pass,0.765116279,430,0.424419923,0.562790698,430,0.440662383,1,430,0
IND,2,3,run,0,113,0,1,113,0,0.411504425,113,0.379320872
IND,2,4,pass,0.75,12,0.452267017,0.583333333,12,0.417423555,1,12,0
IND,2,4,run,0,6,0,1,6,0,0.5,6,0.316227766
IND,3,1,pass,0.75249501,501,0.431993938,0.521956088,501,0.452235521,1,501,0
IND,3,1,run,0,490,0,1,490,0,0.494897959,490,0.396139977
IND,3,2,pass,0.8,460,0.400435493,0.52826087,460,0.443133546,1,460,0
IND,3,2,run,0,302,0,1,302,0,0.455298013,302,0.38513286
IND,3,3,pass,0.745257453,369,0.436308005,0.548780488,369,0.444232213,1,369,0
IND,3,3,run,0,95,0,1,95,0,0.489473684,95,0.37882059
IND,3,4,pass,0.8,10,0.421637021,0.5,10,0.40824829,1,10,0
IND,3,4,run,0,10,0,1,10,0,0.55,10,0.283823106
IND,4,1,pass,0.749221184,642,0.4337994,0.547507788,642,0.437695376,1,642,0
IND,4,1,run,0,511,0,1,511,0,0.512720157,511,0.385184751
IND,4,2,pass,0.795918367,539,0.40340332,0.52690167,539,0.439372495,1,539,0
IND,4,2,run,0,331,0,1,331,0,0.50755287,331,0.370221546
IND,4,3,pass,0.68973747,419,0.463154028,0.513126492,419,0.43659679,1,419,0
IND,4,3,run,0,130,0,1,130,0,0.492307692,130,0.383701956
IND,4,4,pass,0.781818182,55,0.416818154,0.581818182,55,0.405559015,1,55,0
IND,4,4,run,0,17,0,1,17,0,0.647058824,17,0.385871817
IND,5,1,pass,0.777777778,18,0.427792632,0.361111111,18,0.447396243,1,18,0
IND,5,1,run,0,14,0,1,14,0,0.607142857,14,0.400891863
IND,5,2,pass,0.846153846,13,0.375533808,0.576923077,13,0.449358517,1,13,0
IND,5,2,run,0,10,0,1,10,0,0.55,10,0.283823106
IND,5,3,pass,0.692307692,13,0.480384461,0.538461538,13,0.477036794,1,13,0
IND,5,3,run,0,3,0,1,3,0,0.166666667,3,0.288675135
IND,5,4,pass,1,1,,1,1,,1,1,
JAC,1,1,pass,0.732342007,269,0.443563523,0.520446097,269,0.455634487,1,269,0
JAC,1,1,run,0,407,0,1,407,0,0.470515971,407,0.383290754
JAC,1,2,pass,0.828947368,228,0.377383453,0.627192982,228,0.454111921,1,228,0
JAC,1,2,run,0,295,0,1,295,0,0.486440678,295,0.393163356
JAC,1,3,pass,0.746323529,272,0.43591666,0.595588235,272,0.440205864,1,272,0
JAC,1,3,run,0,68,0,1,68,0,0.5,68,0.356182077
JAC,1,4,pass,1,6,0,0.666666667,6,0.40824829,1,6,0
JAC,1,4,run,0,13,0,1,13,0,0.576923077,13,0.187766904
JAC,2,1,pass,0.721491228,456,0.448757469,0.560307018,456,0.442499288,1,456,0
JAC,2,1,run,0,359,0,1,359,0,0.48189415,359,0.374211693
JAC,2,2,pass,0.800524934,381,0.400131212,0.515748031,381,0.451329941,1,381,0
JAC,2,2,run,0,241,0,1,241,0,0.495850622,241,0.370786611
JAC,2,3,pass,0.716923077,325,0.451188154,0.589230769,325,0.426413075,1,325,0
JAC,2,3,run,0,82,0,1,82,0,0.542682927,82,0.378440754
JAC,2,4,pass,0.6,5,0.547722558,0.6,5,0.418330013,1,5,0
JAC,2,4,run,0,5,0,1,5,0,0.4,5,0.223606798
JAC,3,1,pass,0.684210526,304,0.465595933,0.623355263,304,0.434198847,1,304,0
JAC,3,1,run,0,367,0,1,367,0,0.486376022,367,0.367504805
JAC,3,2,pass,0.795053004,283,0.404377966,0.572438163,283,0.448658432,1,283,0
JAC,3,2,run,0,238,0,1,238,0,0.491596639,238,0.373054409
JAC,3,3,pass,0.719723183,289,0.449913486,0.636678201,289,0.428382014,1,289,0
JAC,3,3,run,0,78,0,1,78,0,0.519230769,78,0.381745034
JAC,3,4,pass,1,6,0,0.166666667,6,0.25819889,1,6,0
JAC,3,4,run,0,17,0,1,17,0,0.705882353,17,0.309173471
JAC,4,1,pass,0.715909091,528,0.451408009,0.577651515,528,0.437381131,1,528,0
JAC,4,1,run,0,317,0,1,317,0,0.504731861,317,0.359072743
JAC,4,2,pass,0.794416244,394,0.404641379,0.516497462,394,0.438719994,1,394,0
JAC,4,2,run,0,236,0,1,236,0,0.502118644,236,0.352793959
JAC,4,3,pass,0.746753247,308,0.435578739,0.592532468,308,0.433201944,1,308,0
JAC,4,3,run,0,100,0,1,100,0,0.535,100,0.319840554
JAC,4,4,pass,0.68,75,0.469617441,0.553333333,75,0.431632142,1,75,0
JAC,4,4,run,0,24,0,1,24,0,0.583333333,24,0.380693494
JAC,5,1,pass,1,6,0,0.75,6,0.418330013,1,6,0
JAC,5,1,run,0,12,0,1,12,0,0.375,12,0.376889181
JAC,5,2,pass,0.8,10,0.421637021,0.4,10,0.516397779,1,10,0
JAC,5,2,run,0,5,0,1,5,0,0.5,5,0.5
JAC,5,3,pass,0.888888889,9,0.333333333,0.722222222,9,0.363241579,1,9,0
JAC,5,3,run,0,3,0,1,3,0,0.5,3,0
JAC,5,4,pass,0.333333333,3,0.577350269,0.666666667,3,0.288675135,1,3,0
JAX,1,1,pass,0.822429907,107,0.3839488,0.598130841,107,0.436750719,1,107,0
JAX,1,1,run,0,190,0,1,190,0,0.563157895,190,0.383123512
JAX,1,2,pass,0.81372549,102,0.391250652,0.460784314,102,0.426163373,1,102,0
JAX,1,2,run,0,119,0,1,119,0,0.504201681,119,0.382320071
JAX,1,3,pass,0.713043478,115,0.454320727,0.573913043,115,0.4148741,1,115,0
JAX,1,3,run,0,27,0,1,27,0,0.481481481,27,0.324673845
JAX,1,4,pass,1,1,,0.5,1,,1,1,
JAX,1,4,run,0,3,0,1,3,0,0.5,3,0.5
JAX,2,1,pass,0.771929825,171,0.420820369,0.549707602,171,0.429277679,1,171,0
JAX,2,1,run,0,170,0,1,170,0,0.529411765,170,0.371729853
JAX,2,2,pass,0.827160494,162,0.379280897,0.533950617,162,0.421202594,1,162,0
JAX,2,2,run,0,115,0,1,115,0,0.486956522,115,0.388772639
JAX,2,3,pass,0.79020979,143,0.408589929,0.527972028,143,0.431082096,1,143,0
JAX,2,3,run,0,38,0,1,38,0,0.552631579,38,0.363717177
JAX,2,4,pass,0.75,4,0.5,0.375,4,0.478713554,1,4,0
JAX,2,4,run,0,5,0,1,5,0,0.6,5,0.418330013
JAX,3,1,pass,0.791666667,144,0.407533945,0.5625,144,0.421763696,1,144,0
JAX,3,1,run,0,172,0,1,172,0,0.563953488,172,0.388402875
JAX,3,2,pass,0.748091603,131,0.435775374,0.541984733,131,0.443058287,1,131,0
JAX,3,2,run,0,114,0,1,114,0,0.495614035,114,0.373311029
JAX,3,3,pass,0.78030303,132,0.415618622,0.598484848,132,0.41184464,1,132,0
JAX,3,3,run,0,26,0,1,26,0,0.5,26,0.374165739
JAX,3,4,pass,1,5,0,0.5,5,0.5,1,5,0
JAX,3,4,run,0,2,0,1,2,0,1,2,0
JAX,4,1,pass,0.806930693,202,0.395687556,0.54950495,202,0.414326466,1,202,0
JAX,4,1,run,0,135,0,1,135,0,0.477777778,135,0.390496558
JAX,4,2,pass,0.765822785,158,0.42483,0.534810127,158,0.433902043,1,158,0
JAX,4,2,run,0,96,0,1,96,0,0.447916667,96,0.380298821
JAX,4,3,pass,0.792,125,0.407510142,0.556,125,0.407668429,1,125,0
JAX,4,3,run,0,41,0,1,41,0,0.390243902,41,0.34482233
JAX,4,4,pass,0.666666667,15,0.487950036,0.366666667,15,0.399404318,1,15,0
JAX,4,4,run,0,6,0,1,6,0,0.333333333,6,0.25819889
JAX,5,1,pass,1,2,0,0.5,2,0.707106781,1,2,0
JAX,5,1,run,0,6,0,1,6,0,0.416666667,6,0.376386326
JAX,5,2,pass,0.75,4,0.5,0.875,4,0.25,1,4,0
JAX,5,2,run,0,4,0,1,4,0,0.25,4,0.288675135
JAX,5,3,pass,0.75,4,0.5,0.5,4,0.577350269,1,4,0
JAX,5,3,run,0,2,0,1,2,0,0.25,2,0.353553391
KC,1,1,pass,0.753779698,463,0.431274376,0.576673866,463,0.455908963,1,463,0
KC,1,1,run,0,557,0,1,557,0,0.5,557,0.412266939
KC,1,2,pass,0.844504021,373,0.362863586,0.540214477,373,0.459068666,1,373,0
KC,1,2,run,0,381,0,1,381,0,0.515748031,381,0.39870023
KC,1,3,pass,0.775623269,361,0.417750207,0.567867036,361,0.447484505,1,361,0
KC,1,3,run,0,101,0,1,101,0,0.50990099,101,0.406080029
KC,1,4,pass,0.6,5,0.547722558,0.8,5,0.447213595,1,5,0
KC,1,4,run,0,13,0,1,13,0,0.576923077,13,0.277350098
KC,2,1,pass,0.733102253,577,0.442722298,0.583188908,577,0.435026604,1,577,0
KC,2,1,run,0,563,0,1,563,0,0.517761989,563,0.40858749
KC,2,2,pass,0.801169591,513,0.399509705,0.566276803,513,0.439163331,1,513,0
KC,2,2,run,0,345,0,1,345,0,0.528985507,345,0.404229618
KC,2,3,pass,0.745238095,420,0.436246947,0.598809524,420,0.430488995,1,420,0
KC,2,3,run,0,138,0,1,138,0,0.47826087,138,0.386211078
KC,2,4,pass,0.615384615,13,0.506369684,0.576923077,13,0.449358517,1,13,0
KC,2,4,run,0,17,0,1,17,0,0.558823529,17,0.390606617
KC,3,1,pass,0.799554566,449,0.40078024,0.56013363,449,0.44540409,1,449,0
KC,3,1,run,0,597,0,1,597,0,0.52680067,597,0.388749478
KC,3,2,pass,0.807142857,420,0.395012375,0.564285714,420,0.443096841,1,420,0
KC,3,2,run,0,334,0,1,334,0,0.504491018,334,0.388433612
KC,3,3,pass,0.743732591,359,0.437180524,0.584958217,359,0.43473094,1,359,0
KC,3,3,run,0,105,0,1,105,0,0.5,105,0.379777263
KC,3,4,pass,0.909090909,11,0.301511345,0.454545455,11,0.471939904,1,11,0
KC,3,4,run,0,14,0,1,14,0,0.714285714,14,0.323103086
KC,4,1,pass,0.725146199,513,0.446876342,0.533138402,513,0.448383919,1,513,0
KC,4,1,run,0,584,0,1,584,0,0.502568493,584,0.38684666
KC,4,2,pass,0.782327586,464,0.413108864,0.564655172,464,0.438582896,1,464,0
KC,4,2,run,0,384,0,1,384,0,0.484375,384,0.388833195
KC,4,3,pass,0.759213759,407,0.428087016,0.566339066,407,0.436084361,1,407,0
KC,4,3,run,0,154,0,1,154,0,0.535714286,154,0.379659044
KC,4,4,pass,0.666666667,57,0.475594866,0.587719298,57,0.391001542,1,57,0
KC,4,4,run,0,18,0,1,18,0,0.583333333,18,0.428746463
KC,5,1,pass,0.772727273,22,0.428932027,0.636363636,22,0.467562529,1,22,0
KC,5,1,run,0,27,0,1,27,0,0.555555556,27,0.400320385
KC,5,2,pass,0.818181818,22,0.394771017,0.590909091,22,0.453461912,1,22,0
KC,5,2,run,0,15,0,1,15,0,0.366666667,15,0.441857551
KC,5,3,pass,0.866666667,15,0.351865775,0.4,15,0.430945804,1,15,0
KC,5,3,run,0,4,0,1,4,0,0.5,4,0.40824829
KC,5,4,pass,0,1,,0.5,1,,1,1,
KC,5,4,run,0,1,,1,1,,1,1,
LA,1,1,pass,0.78,150,0.415634067,0.546666667,150,0.453719404,1,150,0
LA,1,1,run,0,163,0,1,163,0,0.552147239,163,0.425330289
LA,1,2,pass,0.863309353,139,0.344762864,0.564748201,139,0.441647658,1,139,0
LA,1,2,run,0,82,0,1,82,0,0.487804878,82,0.422920546
LA,1,3,pass,0.817391304,115,0.388036187,0.573913043,115,0.430439791,1,115,0
LA,1,3,run,0,12,0,1,12,0,0.75,12,0.337099931
LA,1,4,pass,0.666666667,3,0.577350269,1,3,0,1,3,0
LA,1,4,run,0,1,,1,1,,0,1,
LA,2,1,pass,0.704142012,169,0.457783874,0.526627219,169,0.444075937,1,169,0
LA,2,1,run,0,165,0,1,165,0,0.509090909,165,0.429381032
LA,2,2,pass,0.808641975,162,0.394589977,0.533950617,162,0.449729191,1,162,0
LA,2,2,run,0,78,0,1,78,0,0.474358974,78,0.410079466
LA,2,3,pass,0.759124088,137,0.429184374,0.547445255,137,0.449195407,1,137,0
LA,2,3,run,0,26,0,1,26,0,0.576923077,26,0.365849906
LA,2,4,pass,1,5,0,0.8,5,0.447213595,1,5,0
LA,2,4,run,0,7,0,1,7,0,0.428571429,7,0.34503278
LA,3,1,pass,0.682119205,151,0.467202468,0.51986755,151,0.446769123,1,151,0
LA,3,1,run,0,175,0,1,175,0,0.437142857,175,0.417357391
LA,3,2,pass,0.713235294,136,0.453922627,0.547794118,136,0.442545986,1,136,0
LA,3,2,run,0,94,0,1,94,0,0.393617021,94,0.426742729
LA,3,3,pass,0.79047619,105,0.408920674,0.576190476,105,0.414757531,1,105,0
LA,3,3,run,0,26,0,1,26,0,0.442307692,26,0.382803424
LA,3,4,pass,0.75,4,0.5,0.5,4,0.577350269,1,4,0
LA,3,4,run,0,1,,1,1,,0,1,
LA,4,1,pass,0.763888889,144,0.426173593,0.534722222,144,0.452857199,1,144,0
LA,4,1,run,0,169,0,1,169,0,0.50887574,169,0.441430888
LA,4,2,pass,0.842465753,146,0.365557791,0.506849315,146,0.451000043,1,146,0
LA,4,2,run,0,117,0,1,117,0,0.542735043,117,0.428372268
LA,4,3,pass,0.75,128,0.434714134,0.59375,128,0.429016454,1,128,0
LA,4,3,run,0,53,0,1,53,0,0.443396226,53,0.423587896
LA,4,4,pass,0.611111111,18,0.501631326,0.638888889,18,0.447396243,1,18,0
LA,4,4,run,0,8,0,1,8,0,0.625,8,0.353553391
LAC,1,1,pass,0.693333333,75,0.464214924,0.56,75,0.457372047,1,75,0
LAC,1,1,run,0,117,0,1,117,0,0.457264957,117,0.407751665
LAC,1,2,pass,0.810126582,79,0.394706946,0.525316456,79,0.415244245,1,79,0
